Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
18,Tadeo Allende,ar ARG,"MF,FW",Celta Vigo,24,1999,10,2,336,3.7,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,9,7,25,0.27,0,0.27,0.27,0.27,0.33,0.1,0.43,0.33,0.43,Matches,2023-2024
19,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,23,2000,18,12,965,10.7,2,1,3,2,0,0,0,0,0.6,0.6,1.2,1.8,24,50,33,0.19,0.09,0.28,0.19,0.28,0.05,0.11,0.17,0.05,0.17,Matches,2023-2024
20,Marcos Alonso,es ESP,DF,Barcelona,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,11,14,33,0,0,0,0,0,0.03,0.18,0.21,0.03,0.21,Matches,2023-2024
21,Adrià Altimira,es ESP,"DF,MF",Villarreal,22,2001,11,10,775,8.6,0,0,0,0,0,0,3,0,0,0,0.1,0.1,10,29,15,0,0,0,0,0,0,0.01,0.02,0,0.02,Matches,2023-2024
22,Sergi Altimira,es ESP,MF,Betis,21,2001,14,6,568,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,10,31,8,0.16,0,0.16,0.16,0.16,0.03,0.04,0.07,0.03,0.07,Matches,2023-2024
23,Gastón Álvarez,uy URU,DF,Getafe,23,2000,34,29,"2,537",28.2,2,0,2,2,0,0,7,0,0.7,0.7,0.6,1.4,11,63,40,0.07,0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,Matches,2023-2024
24,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,20,2003,12,8,762,8.5,1,1,2,1,0,0,1,0,1,1,1.5,2.6,36,34,80,0.12,0.12,0.24,0.12,0.24,0.12,0.18,0.3,0.12,0.3,Matches,2023-2024
25,Yeray Álvarez,es ESP,DF,Athletic Club,28,1995,19,14,"1,152",12.8,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,13,55,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,2023-2024
26,Selim Amallah,ma MAR,"FW,MF",Valencia,26,1996,20,7,604,6.7,0,1,1,0,0,0,5,1,0.4,0.4,0.3,0.8,7,21,36,0,0.15,0.15,0,0.15,0.06,0.05,0.11,0.06,0.11,Matches,2023-2024
27,Amath,sn SEN,"FW,MF",Mallorca,27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19,13,30,0,0,0,0,0,0.35,0.09,0.44,0.35,0.44,Matches,2023-2024
28,Miguel Ángel Rubio,es ESP,DF,Granada,25,1998,19,17,"1,560",17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7,27,1,0.06,0,0.06,0.06,0.06,0.05,0,0.05,0.05,0.05,Matches,2023-2024
29,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0,0,1.3,1.3,2,7,6,0,0,0,0,0,0,0.73,0.73,0,0.73,Matches,2023-2024
30,Mauro Arambarri,uy URU,MF,Getafe,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.6,2,20,6,0,0,0,0,0,0.14,0.01,0.15,0.14,0.15,Matches,2023-2024
31,Jon Aramburu,ve VEN,DF,Real Sociedad,21,2002,11,5,543,6,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,6,26,25,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2023-2024
32,Julian Araujo,mx MEX,DF,Las Palmas,21,2001,25,15,"1,462",16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11,Matches,2023-2024
33,Ronald Araújo,uy URU,DF,Barcelona,24,1999,25,21,"1,997",22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24,101,11,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16,Matches,2023-2024
34,Adu Ares,es ESP,FW,Athletic Club,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,13,3,39,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2023-2024
35,Jesús Areso,es ESP,DF,Osasuna,24,1999,37,29,"2,660",29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13,Matches,2023-2024
36,Matias Arezo,uy URU,FW,Granada,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0,0,0,0,0,0.28,0.01,0.3,0.28,0.3,Matches,2023-2024
37,Iñigo Arguibide,es ESP,DF,Osasuna,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
38,José Arnaiz,es ESP,"FW,MF",Osasuna,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34,Matches,2023-2024
39,Sergio Arribas,es ESP,"MF,FW",Almería,21,2001,34,22,"2,047",22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,Matches,2023-2024
40,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28,1994,14,13,"1,198",13.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
41,Iago Aspas,es ESP,FW,Celta Vigo,35,1987,35,31,"2,707",30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84,161,202,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59,Matches,2023-2024
42,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2,2,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,Matches,2023-2024
43,Ezequiel Ávila,ar ARG,FW,Betis,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,Matches,2023-2024
44,César Azpilicueta,es ESP,DF,Atlético Madrid,33,1989,25,14,"1,423",15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3,39,77,39,0,0.13,0.13,0,0.13,0.04,0.15,0.19,0.04,0.19,Matches,2023-2024
45,Iddrisu Baba,gh GHA,MF,Almería,27,1996,25,14,"1,430",15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,Matches,2023-2024
46,Srđan Babić,rs SRB,DF,Almería,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,2023-2024
47,Loïc Bade,fr FRA,DF,Sevilla,23,2000,28,27,"2,277",25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0,0.04,0.04,0,0.04,0.04,0.02,0.05,0.04,0.05,Matches,2023-2024
48,Alex Baena,es ESP,"MF,FW",Villarreal,22,2001,34,33,"2,579",28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,Matches,2023-2024
49,Eric Bailly,ci CIV,DF,Villarreal,29,1994,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,3,18,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2023-2024
50,Cédric Bakambu,cd COD,FW,Betis,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0,0,0,0,0,0.2,0.13,0.33,0.2,0.33,Matches,2023-2024
51,Alejandro Balde,es ESP,DF,Barcelona,19,2003,18,15,"1,378",15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0,0.07,0.07,0,0.07,0.01,0.08,0.09,0.01,0.09,Matches,2023-2024
52,Iván Balliu,al ALB,DF,Rayo Vallecano,31,1992,33,32,"2,873",31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0,0.03,0.03,0,0.03,0.02,0.08,0.1,0.02,0.1,Matches,2023-2024
53,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,27,1996,27,24,"1,981",22,3,2,5,3,0,0,0,0,3,3,4.7,7.7,107,80,169,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35,Matches,2023-2024
54,Léo Baptistão,br BRA,FW,Almería,30,1992,32,22,"1,837",20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,Matches,2023-2024
55,Kike Barja,es ESP,"FW,MF",Osasuna,26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0,0,0,0,0,0.07,0.14,0.2,0.07,0.2,Matches,2023-2024
56,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,21,2001,29,20,"1,427",15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3,Matches,2023-2024
57,Pablo Barrios,es ESP,MF,Atlético Madrid,20,2003,24,17,"1,555",17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37,98,56,0,0.06,0.06,0,0.06,0.05,0.11,0.16,0.05,0.16,Matches,2023-2024
58,Marc Bartra,es ESP,DF,Betis,32,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,5,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,2023-2024
59,Augusto Batalla,ar ARG,GK,Granada,27,1996,17,17,"1,530",17,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
60,Bebé,cv CPV,"MF,FW",Rayo Vallecano,33,1990,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17,6,24,0.85,0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37,Matches,2023-2024
61,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,28,1995,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28,13,87,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38,Matches,2023-2024
62,Héctor Bellerín,es ESP,DF,Betis,28,1995,23,20,"1,711",19,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,32,81,80,0,0.05,0.05,0,0.05,0.01,0.08,0.09,0.01,0.09,Matches,2023-2024
63,Jude Bellingham,eng ENG,MF,Real Madrid,20,2003,28,27,"2,315",25.7,19,6,25,18,1,1,5,1,11.1,10.3,5.3,15.6,85,196,177,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61,Matches,2023-2024
64,Fran Beltrán,es ESP,MF,Celta Vigo,24,1999,33,28,"2,428",27,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,28,134,30,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,2023-2024
65,Carlos Benavídez,uy URU,MF,Alavés,25,1998,29,10,"1,136",12.6,3,1,4,3,0,0,5,0,1,1,0.5,1.5,9,60,5,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,Matches,2023-2024
66,Yuri Berchiche,es ESP,DF,Athletic Club,33,1990,27,22,"1,930",21.4,3,1,4,3,0,0,5,0,0.9,0.7,1.6,2.4,36,132,77,0.14,0.05,0.19,0.14,0.19,0.04,0.08,0.12,0.03,0.11,Matches,2023-2024
67,Álex Berenguer,es ESP,FW,Athletic Club,28,1995,35,15,"1,592",17.7,7,3,10,6,1,1,4,0,5.2,4.4,3.7,8.1,61,30,143,0.4,0.17,0.57,0.34,0.51,0.29,0.21,0.5,0.25,0.46,Matches,2023-2024
68,Antonio Blanco,es ESP,MF,Alavés,23,2000,33,29,"2,426",27,0,1,1,0,0,0,5,1,0.8,0.8,1.2,2.1,20,133,22,0,0.04,0.04,0,0.04,0.03,0.05,0.08,0.03,0.08,Matches,2023-2024
69,Daley Blind,nl NED,DF,Girona,33,1990,34,33,"2,972",33,1,2,3,1,0,0,6,0,1.7,1.7,1.1,2.8,48,209,22,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09,Matches,2023-2024
70,Adri Bosch,es ESP,DF,Granada,22,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
71,Yassine Bounou,ma MAR,GK,Sevilla,32,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
72,Lucas Boyé,ar ARG,FW,Granada,27,1996,31,30,"2,541",28.2,6,3,9,6,0,0,8,1,6.2,6.2,2.8,8.9,36,65,131,0.21,0.11,0.32,0.21,0.32,0.22,0.1,0.32,0.22,0.32,Matches,2023-2024
73,Darko Brašanac,rs SRB,MF,Osasuna,31,1992,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,2023-2024
74,Brau,es ESP,DF,Granada,21,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
75,Claudio Bravo,cl CHI,GK,Betis,40,1983,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2023-2024
76,Ben Brereton,cl CHI,"FW,MF",Villarreal,24,1999,14,2,270,3,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,6,14,35,0,0,0,0,0,0.07,0.09,0.16,0.07,0.16,Matches,2023-2024
77,Ante Budimir,hr CRO,FW,Osasuna,32,1991,33,29,"2,435",27.1,17,2,19,14,3,4,4,0,14.2,11.1,1.8,12.9,21,42,99,0.63,0.07,0.7,0.52,0.59,0.53,0.07,0.59,0.41,0.48,Matches,2023-2024
78,Manu Bueno,es ESP,MF,Sevilla,19,2004,4,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,3,1,0,0,0,0,0,0.02,0.07,0.1,0.02,0.1,Matches,2023-2024
79,Pablo Busto,es ESP,DF,Betis,17,2005,2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,1,1,0,0,0,0,0,0.03,0.41,0.44,0.03,0.44,Matches,2023-2024
80,José Callejón,es ESP,"MF,FW",Granada,36,1987,25,7,803,8.9,0,1,1,0,0,0,2,0,1.3,1.3,1.5,2.8,10,35,50,0,0.11,0.11,0,0.11,0.15,0.17,0.32,0.15,0.32,Matches,2023-2024
81,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,20,2002,31,21,"1,817",20.2,0,2,2,0,0,0,9,0,0.9,0.9,1.4,2.3,49,106,31,0,0.1,0.1,0,0.1,0.05,0.07,0.11,0.05,0.11,Matches,2023-2024
82,Sergio Camello,es ESP,FW,Rayo Vallecano,22,2001,31,20,"1,661",18.5,3,1,4,3,0,0,3,0,4.5,4.5,1.3,5.8,22,41,79,0.16,0.05,0.22,0.16,0.22,0.24,0.07,0.31,0.24,0.31,Matches,2023-2024
83,José Campaña,es ESP,MF,Las Palmas,30,1993,8,1,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2023-2024
84,João Cancelo,pt POR,DF,Barcelona,29,1994,32,29,"2,503",27.8,2,4,6,2,0,0,7,0,1.6,1.6,6.1,7.7,106,141,193,0.07,0.14,0.22,0.07,0.22,0.06,0.22,0.28,0.06,0.28,Matches,2023-2024
85,Sergi Canós,es ESP,"MF,FW",Valencia,26,1997,27,15,"1,229",13.7,1,2,3,1,0,0,1,0,2.8,2.8,2.4,5.3,32,52,88,0.07,0.15,0.22,0.07,0.22,0.21,0.18,0.39,0.21,0.39,Matches,2023-2024
86,Étienne Capoue,fr FRA,MF,Villarreal,35,1988,32,15,"1,455",16.2,1,1,2,1,0,0,8,0,1,1,0.6,1.6,24,80,38,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.1,0.06,0.1,Matches,2023-2024
87,Isaac Carcelen,es ESP,DF,Cádiz,30,1993,35,29,"2,611",29,0,0,0,0,0,0,2,0,0.6,0.6,1,1.6,25,75,70,0,0,0,0,0,0.02,0.03,0.06,0.02,0.06,Matches,2023-2024
88,Dani Cárdenas,es ESP,GK,Rayo Vallecano,26,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
89,Marc Cardona,es ESP,FW,Las Palmas,28,1995,26,6,737,8.2,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10,13,74,0.49,0.12,0.61,0.37,0.49,0.52,0.13,0.65,0.42,0.55,Matches,2023-2024
90,Sergi Cardona,es ESP,DF,Las Palmas,24,1999,35,30,"2,814",31.3,1,2,3,1,0,0,11,0,2.7,2.7,2.8,5.5,60,160,165,0.03,0.06,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,Matches,2023-2024
91,Johnny Cardoso,us USA,MF,Betis,21,2001,17,15,"1,328",14.8,1,2,3,1,0,0,3,0,1.1,1.1,0.5,1.6,10,45,11,0.07,0.14,0.2,0.07,0.2,0.07,0.03,0.11,0.07,0.11,Matches,2023-2024
92,Carmona,es ESP,"DF,MF",Getafe,21,2002,30,15,"1,313",14.6,1,1,2,1,0,0,8,0,0.8,0.8,1,1.8,29,39,55,0.07,0.07,0.14,0.07,0.14,0.06,0.07,0.12,0.06,0.12,Matches,2023-2024
93,Yannick Carrasco,be BEL,DF,Atlético Madrid,29,1993,3,3,221,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,9,6,17,0,0.41,0.41,0,0.41,0.03,0.1,0.12,0.03,0.12,Matches,2023-2024
94,Álvaro Carreras,es ESP,"MF,FW",Granada,20,2003,13,5,475,5.3,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,13,14,31,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15,Matches,2023-2024
95,Dani Carvajal,es ESP,DF,Real Madrid,31,1992,28,25,"2,171",24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30,82,168,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,Matches,2023-2024
96,William Carvalho,pt POR,MF,Betis,31,1992,22,4,680,7.6,1,3,4,1,0,0,2,0,0.4,0.4,0.7,1.1,12,58,12,0.13,0.4,0.53,0.13,0.53,0.05,0.09,0.14,0.05,0.14,Matches,2023-2024
97,Marc Casado,es ESP,MF,Barcelona,19,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
98,Catena,es ESP,DF,Osasuna,28,1994,30,28,"2,534",28.2,1,3,4,1,0,0,8,1,1.3,1.3,1,2.4,5,77,1,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,Matches,2023-2024
99,Dani Ceballos,es ESP,"MF,FW",Real Madrid,26,1996,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16,47,23,0,0.3,0.3,0,0.3,0.05,0.22,0.27,0.05,0.27,Matches,2023-2024
100,Álex Centelles,es ESP,DF,Almería,25,1997,14,11,980,10.9,0,1,1,0,0,0,2,0,0,0,1.6,1.6,16,31,53,0,0.09,0.09,0,0.09,0,0.14,0.15,0,0.15,Matches,2023-2024
101,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,29,1994,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,0.5,2,2.5,16,24,36,0,0.16,0.16,0,0.16,0.08,0.34,0.41,0.08,0.41,Matches,2023-2024
102,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,25,1998,22,12,"1,167",13,1,1,2,1,0,0,6,1,1,1,0.7,1.7,28,74,84,0.08,0.08,0.15,0.08,0.15,0.07,0.05,0.13,0.07,0.13,Matches,2023-2024
103,Andreas Christensen,dk DEN,"DF,MF",Barcelona,27,1996,30,27,"1,979",22,2,2,4,2,0,0,4,0,1,1,1.1,2.2,24,117,6,0.09,0.09,0.18,0.09,0.18,0.05,0.05,0.1,0.05,0.1,Matches,2023-2024
104,Chumi,es ESP,DF,Almería,24,1999,31,26,"2,434",27,0,1,1,0,0,0,4,0,1,1,1.4,2.4,11,68,4,0,0.04,0.04,0,0.04,0.04,0.05,0.09,0.04,0.09,Matches,2023-2024
105,Víctor Chust,es ESP,DF,Cádiz,23,2000,22,22,"1,864",20.7,0,1,1,0,0,0,3,2,0.3,0.3,0.3,0.6,10,80,2,0,0.05,0.05,0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,2023-2024
106,Pathé Ciss,sn SEN,MF,Rayo Vallecano,29,1994,31,16,"1,664",18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2,14,84,22,0.05,0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11,Matches,2023-2024
107,Silvi Clúa,es ESP,MF,Girona,18,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2023-2024
108,Saúl Coco,gq EQG,DF,Las Palmas,24,1999,30,26,"2,295",25.5,1,0,1,1,0,0,6,1,1.1,1.1,0,1.1,9,69,1,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,Matches,2023-2024
109,Santi Comesaña,es ESP,MF,Villarreal,26,1996,27,20,"1,653",18.4,2,0,2,2,0,0,8,2,1.9,1.9,2,3.8,23,92,48,0.11,0,0.11,0.11,0.11,0.1,0.11,0.21,0.1,0.21,Matches,2023-2024
110,Copete,es ESP,DF,Mallorca,23,1999,19,17,"1,333",14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3,52,2,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09,Matches,2023-2024
111,Francis Coquelin,fr FRA,MF,Villarreal,32,1991,17,10,910,10.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5,47,14,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,2023-2024
