Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
110,Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1,1,90,1,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,0,6,1,1,0,1,1,1,0.41,0.03,0.45,0.41,0.45,Matches,2017-2018
111,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
112,Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
113,Josip Drmić,ch SUI,"FW,MF",Gladbach,24,1992,13,4,467,5.2,4,1,5,4,0,0,1,0,2.5,2.5,0.3,2.8,6,4,35,0.77,0.19,0.96,0.77,0.96,0.49,0.05,0.54,0.49,0.54,Matches,2017-2018
114,Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,18,16,"1,440",16,0,0,0,0,0,0,4,0,0.6,0.6,0,0.6,8,53,6,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,2017-2018
115,Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,17,9,744,8.3,1,0,1,1,0,0,3,0,1.1,1.1,0.3,1.4,8,30,27,0.12,0,0.12,0.12,0.12,0.13,0.04,0.17,0.13,0.17,Matches,2017-2018
116,Mandela Egbo,eng ENG,"DF,MF",Gladbach,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
117,Johannes Eggestein,de GER,"FW,DF",Werder Bremen,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.1,4,3,12,0,0,0,0,0,0.21,0.75,0.96,0.21,0.96,Matches,2017-2018
118,Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,33,31,"2,692",29.9,2,3,5,2,0,0,3,0,4.9,4.9,2.1,7,46,137,114,0.07,0.1,0.17,0.07,0.17,0.16,0.07,0.23,0.16,0.23,Matches,2017-2018
119,Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,19,12,"1,108",12.3,0,1,1,0,0,0,3,0,0.5,0.5,1,1.5,14,67,20,0,0.08,0.08,0,0.08,0.04,0.08,0.12,0.04,0.12,Matches,2017-2018
120,Josip Elez,hr CRO,DF,Hannover 96,23,1994,11,9,774,8.6,0,0,0,0,0,0,1,0,0,0,0,0,15,39,1,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
121,Nico Elvedi,ch SUI,DF,Gladbach,20,1996,33,33,"2,914",32.4,2,2,4,2,0,0,6,0,1.6,1.6,1.8,3.4,58,139,108,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches,2017-2018
122,Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,21,9,919,10.2,3,0,3,3,0,0,4,0,4.1,4.1,0.2,4.3,24,25,77,0.29,0,0.29,0.29,0.29,0.4,0.02,0.42,0.4,0.42,Matches,2017-2018
123,Michael Esser,de GER,GK,Hannover 96,29,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
124,Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,16,6,617,6.9,2,1,3,2,0,0,0,0,0.9,0.9,0.3,1.1,14,20,53,0.29,0.15,0.44,0.29,0.44,0.12,0.04,0.17,0.12,0.17,Matches,2017-2018
125,Franck Evina,cm CMR,FW,Bayern Munich,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,2,13,0,0,0,0,0,0.08,0.16,0.24,0.08,0.24,Matches,2017-2018
126,Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,28,1989,7,3,422,4.7,1,0,1,1,0,0,0,0,1.2,1.2,0.7,1.9,11,23,21,0.21,0,0.21,0.21,0.21,0.26,0.16,0.41,0.26,0.41,Matches,2017-2018
127,Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34,34,"3,015",33.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
128,Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,27,25,"2,211",24.6,1,0,1,1,0,0,10,1,1.6,1.6,0.4,2,30,109,7,0.04,0,0.04,0.04,0.04,0.07,0.02,0.08,0.07,0.08,Matches,2017-2018
129,Felipe,br BRA,DF,Hannover 96,30,1987,6,6,457,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,23,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,2017-2018
130,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,19,17,"1,560",17.3,1,0,1,1,0,0,2,1,0.2,0.2,0,0.2,14,52,5,0.06,0,0.06,0.06,0.06,0.01,0,0.01,0.01,0.01,Matches,2017-2018
131,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,19,12,"1,036",11.5,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,3,34,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2017-2018
132,Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,22,22,"1,814",20.2,12,3,15,9,3,3,2,0,10.7,8.4,3.7,12.1,38,41,141,0.6,0.15,0.74,0.45,0.6,0.53,0.19,0.72,0.42,0.6,Matches,2017-2018
133,Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,10,3,336,3.7,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,12,11,28,0,0,0,0,0,0.16,0.15,0.32,0.16,0.32,Matches,2017-2018
134,Emil Forsberg,se SWE,MF,RB Leipzig,25,1991,21,15,"1,370",15.2,2,2,4,1,1,1,0,1,3.3,2.5,2.4,4.9,42,53,98,0.13,0.13,0.26,0.07,0.2,0.22,0.16,0.38,0.17,0.32,Matches,2017-2018
135,Iver Fossum,no NOR,MF,Hannover 96,21,1996,19,13,"1,306",14.5,1,1,2,1,0,0,0,0,1.1,1.1,1.7,2.8,16,67,56,0.07,0.07,0.14,0.07,0.14,0.08,0.12,0.2,0.08,0.2,Matches,2017-2018
136,Raphael Framberger,de GER,DF,Augsburg,21,1995,9,7,696,7.7,0,0,0,0,0,0,3,0,0,0,1.3,1.3,23,38,40,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,Matches,2017-2018
137,Mike Frantz,de GER,MF,Freiburg,30,1986,15,12,"1,041",11.6,0,1,1,0,0,0,0,0,0.9,0.9,0.7,1.5,7,33,22,0,0.09,0.09,0,0.09,0.07,0.06,0.13,0.07,0.13,Matches,2017-2018
138,Fabian Frei,ch SUI,MF,Mainz 05,28,1989,11,10,802,8.9,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.2,3,48,7,0.11,0,0.11,0.11,0.11,0.06,0.07,0.14,0.06,0.14,Matches,2017-2018
139,Marco Friedl,at AUT,MF,Bayern Munich,19,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,8,7,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches,2017-2018
140,Marco Friedl,at AUT,"DF,MF",Werder Bremen,19,1998,9,6,600,6.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,27,17,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches,2017-2018
141,Chris Führich,de GER,MF,Köln,19,1998,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,6,6,0,0,0,0,0,0.03,0.06,0.08,0.03,0.08,Matches,2017-2018
142,Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,34,26,"2,387",26.5,14,3,17,11,3,4,2,0,11.9,8.7,3.6,12.3,44,55,219,0.53,0.11,0.64,0.41,0.53,0.45,0.14,0.59,0.33,0.47,Matches,2017-2018
143,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,29,22,"1,815",20.2,1,3,4,1,0,0,4,0,3,3,2.7,5.7,39,65,95,0.05,0.15,0.2,0.05,0.2,0.15,0.14,0.28,0.15,0.28,Matches,2017-2018
144,Ulisses Garcia,ch SUI,FW,Werder Bremen,21,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
145,Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,30,29,"2,591",28.8,1,3,4,1,0,0,4,0,1.2,1.2,1.5,2.7,48,128,19,0.03,0.1,0.14,0.03,0.14,0.04,0.05,0.09,0.04,0.09,Matches,2017-2018
146,Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,30,1986,32,31,"2,828",31.4,3,0,3,3,0,0,4,0,2.1,2.1,1.4,3.5,45,114,97,0.1,0,0.1,0.1,0.1,0.07,0.05,0.11,0.07,0.11,Matches,2017-2018
147,Dennis Geiger,de GER,MF,Hoffenheim,19,1998,21,20,"1,588",17.6,2,1,3,2,0,0,9,0,1.9,1.9,1.3,3.2,17,90,50,0.11,0.06,0.17,0.11,0.17,0.11,0.07,0.18,0.11,0.18,Matches,2017-2018
148,Christian Gentner,de GER,MF,Stuttgart,31,1985,27,27,"2,412",26.8,2,2,4,2,0,0,3,0,2.4,2.4,2.6,5,42,141,70,0.07,0.07,0.15,0.07,0.15,0.09,0.1,0.19,0.09,0.19,Matches,2017-2018
149,Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,23,1994,17,12,"1,228",13.6,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.4,24,44,67,0.07,0.07,0.15,0.07,0.15,0.04,0.06,0.1,0.04,0.1,Matches,2017-2018
150,Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
151,Daniel Ginczek,de GER,FW,Stuttgart,26,1991,23,17,"1,523",16.9,7,0,7,6,1,1,3,0,7.8,7,1.4,8.4,18,31,101,0.41,0,0.41,0.35,0.35,0.46,0.08,0.54,0.41,0.5,Matches,2017-2018
152,Matthias Ginter,de GER,DF,Gladbach,23,1994,34,34,"3,060",34,5,2,7,5,0,0,2,0,3.8,3.8,1,4.8,32,138,16,0.15,0.06,0.21,0.15,0.21,0.11,0.03,0.14,0.11,0.14,Matches,2017-2018
153,Serge Gnabry,de GER,FW,Hoffenheim,22,1995,22,20,"1,507",16.7,10,5,15,10,0,1,0,0,5.9,5.1,3.4,8.5,74,52,134,0.6,0.3,0.9,0.6,0.9,0.35,0.21,0.56,0.31,0.51,Matches,2017-2018
154,Mario Gómez,de GER,FW,Wolfsburg,32,1985,12,11,936,10.4,1,2,3,1,0,2,0,0,4.4,2.8,1,3.9,6,14,56,0.1,0.19,0.29,0.1,0.29,0.42,0.1,0.52,0.27,0.37,Matches,2017-2018
155,Mario Gómez,de GER,FW,Stuttgart,32,1985,16,16,"1,385",15.4,8,0,8,8,0,0,3,0,5.7,5.7,2.6,8.3,19,31,85,0.52,0,0.52,0.52,0.52,0.37,0.17,0.54,0.37,0.54,Matches,2017-2018
156,Sergio Gómez,es ESP,MF,Dortmund,16,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.62,0.62,0,0.62,Matches,2017-2018
157,Jérôme Gondorf,de GER,"MF,FW",Werder Bremen,29,1988,21,7,797,8.9,1,1,2,1,0,0,4,0,2.3,2.3,0.7,3,18,27,54,0.11,0.11,0.23,0.11,0.23,0.26,0.08,0.34,0.26,0.34,Matches,2017-2018
158,Leon Goretzka,de GER,MF,Schalke 04,22,1995,26,21,"1,982",22,4,2,6,3,1,1,3,0,4.4,3.6,1,4.6,58,106,79,0.18,0.09,0.27,0.14,0.23,0.2,0.05,0.25,0.16,0.21,Matches,2017-2018
159,Mario Götze,de GER,MF,Dortmund,25,1992,23,19,"1,601",17.8,2,3,5,2,0,0,1,0,2.3,2.3,6,8.3,44,125,142,0.11,0.17,0.28,0.11,0.28,0.13,0.34,0.47,0.13,0.47,Matches,2017-2018
160,Mohamed Gouaida,tn TUN,MF,Hamburger SV,24,1993,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
161,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,26,1991,27,27,"2,385",26.5,0,0,0,0,0,0,4,0,1,1,0.4,1.3,25,108,7,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2017-2018
162,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,23,1994,32,30,"2,527",28.1,13,3,16,12,1,1,3,0,11.5,10.7,1.3,12,41,79,141,0.46,0.11,0.57,0.43,0.53,0.41,0.05,0.46,0.38,0.43,Matches,2017-2018
163,Anto Grgić,ch SUI,MF,Stuttgart,20,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
164,Vincenzo Grifo,it ITA,"MF,FW",Gladbach,24,1993,17,9,786,8.7,0,3,3,0,0,0,0,0,0.8,0.8,2.4,3.1,19,44,48,0,0.34,0.34,0,0.34,0.09,0.27,0.36,0.09,0.36,Matches,2017-2018
165,Florian Grillitsch,at AUT,MF,Hoffenheim,21,1995,25,21,"1,888",21,1,2,3,1,0,0,5,0,1.2,1.2,1.7,2.9,25,108,33,0.05,0.1,0.14,0.05,0.14,0.06,0.08,0.14,0.06,0.14,Matches,2017-2018
166,Karim Guédé,sk SVK,FW,Freiburg,32,1985,2,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
167,Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,23,1993,9,6,547,6.1,1,1,2,1,0,0,0,0,1,1,1.1,2.1,9,33,61,0.16,0.16,0.33,0.16,0.33,0.16,0.19,0.35,0.16,0.35,Matches,2017-2018
168,Josuha Guilavogui,fr FRA,MF,Wolfsburg,26,1990,29,27,"2,404",26.7,3,2,5,3,0,0,7,1,1.7,1.7,1.8,3.5,18,171,45,0.11,0.07,0.19,0.11,0.19,0.06,0.07,0.13,0.06,0.13,Matches,2017-2018
169,Serhou Guirassy,gn GUI,FW,Köln,21,1996,15,8,851,9.5,4,0,4,2,2,2,2,0,6.4,5,0.7,5.7,14,25,72,0.42,0,0.42,0.21,0.21,0.68,0.08,0.75,0.52,0.6,Matches,2017-2018
170,Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33,33,"2,970",33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
171,Manuel Gulde,de GER,DF,Freiburg,26,1991,17,17,"1,530",17,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,9,43,0,0.06,0,0.06,0.06,0.06,0.07,0,0.07,0.07,0.07,Matches,2017-2018
172,Christian Günter,de GER,"DF,MF",Freiburg,24,1993,34,34,"3,060",34,1,4,5,1,0,1,2,0,1.9,1.1,3.8,4.9,92,125,177,0.03,0.12,0.15,0.03,0.15,0.06,0.11,0.17,0.03,0.14,Matches,2017-2018
173,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,29,1987,16,12,"1,092",12.1,0,3,3,0,0,0,2,0,1.1,1.1,1.3,2.4,28,83,30,0,0.25,0.25,0,0.25,0.09,0.11,0.19,0.09,0.19,Matches,2017-2018
174,Janik Haberer,de GER,"MF,FW",Freiburg,23,1994,33,31,"2,748",30.5,3,4,7,2,1,2,9,0,4.9,3.3,3.4,6.7,25,107,129,0.1,0.13,0.23,0.07,0.2,0.16,0.11,0.27,0.11,0.22,Matches,2017-2018
175,Alexander Hack,de GER,DF,Mainz 05,23,1993,15,14,"1,287",14.3,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1,10,58,4,0.07,0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches,2017-2018
176,Robin Hack,de GER,"FW,MF",Hoffenheim,18,1998,3,1,69,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,1,1,4,1.3,0,1.3,1.3,1.3,0.14,0.11,0.25,0.14,0.25,Matches,2017-2018
177,André Hahn,de GER,FW,Hamburger SV,26,1990,23,14,"1,358",15.1,3,0,3,3,0,0,0,0,3.5,3.5,0.9,4.4,22,24,96,0.2,0,0.2,0.2,0.2,0.23,0.06,0.29,0.23,0.29,Matches,2017-2018
178,Izet Hajrović,ba BIH,"MF,FW",Werder Bremen,25,1991,9,0,189,2.1,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,7,2,20,0,0,0,0,0,0.13,0.11,0.24,0.13,0.24,Matches,2017-2018
179,Sébastien Haller,ci CIV,FW,Eint Frankfurt,23,1994,31,26,"2,347",26.1,9,4,13,7,2,2,2,0,7.4,5.8,4.1,9.9,28,52,203,0.35,0.15,0.5,0.27,0.42,0.28,0.16,0.44,0.22,0.38,Matches,2017-2018
180,Marcel Halstenberg,de GER,DF,RB Leipzig,25,1991,15,14,"1,178",13.1,2,2,4,2,0,0,3,0,1.7,1.7,1.3,3,21,64,53,0.15,0.15,0.31,0.15,0.31,0.13,0.1,0.23,0.13,0.23,Matches,2017-2018
181,Tim Handwerker,de GER,"MF,DF",Köln,19,1998,11,3,396,4.4,0,1,1,0,0,0,0,0,0.3,0.3,1.2,1.5,14,8,21,0,0.23,0.23,0,0.23,0.07,0.28,0.35,0.07,0.35,Matches,2017-2018
182,Genki Haraguchi,jp JPN,FW,Hertha BSC,26,1991,7,2,211,2.3,0,0,0,0,0,0,2,1,0,0,0.8,0.8,9,4,9,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches,2017-2018
183,Amine Harit,ma MAR,"MF,FW",Schalke 04,20,1997,31,23,"2,043",22.7,3,3,6,2,1,1,3,0,3.6,2.8,4.4,7.2,121,95,153,0.13,0.13,0.26,0.09,0.22,0.16,0.19,0.35,0.12,0.31,Matches,2017-2018
184,Martin Harnik,at AUT,"FW,MF",Hannover 96,30,1987,30,21,"1,888",21,9,2,11,9,0,0,2,0,8.6,8.6,1.4,10,24,50,146,0.43,0.1,0.52,0.43,0.52,0.41,0.07,0.48,0.41,0.48,Matches,2017-2018
185,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,33,1984,24,23,"2,090",23.2,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,16,72,6,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2017-2018
186,Kai Havertz,de GER,"MF,FW",Leverkusen,18,1999,30,22,"2,144",23.8,3,8,11,3,0,0,3,0,3.6,3.6,4.6,8.2,64,149,136,0.13,0.34,0.46,0.13,0.46,0.15,0.19,0.35,0.15,0.35,Matches,2017-2018
187,Thorgan Hazard,be BEL,"MF,FW",Gladbach,24,1993,34,33,"2,939",32.7,10,5,15,5,5,6,1,0,14,9.3,6.6,15.8,138,124,315,0.31,0.15,0.46,0.15,0.31,0.43,0.2,0.63,0.28,0.48,Matches,2017-2018
188,Jonas Hector,de GER,"DF,MF",Köln,27,1990,20,20,"1,759",19.5,2,2,4,2,0,0,4,0,1.1,1.1,1.9,3,32,89,108,0.1,0.1,0.2,0.1,0.2,0.06,0.1,0.15,0.06,0.15,Matches,2017-2018
189,Dominique Heintz,de GER,DF,Köln,23,1993,31,31,"2,790",31,1,0,1,1,0,0,3,0,0.5,0.5,0.7,1.1,32,158,9,0.03,0,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04,Matches,2017-2018
190,Marcel Heller,de GER,"FW,MF",Augsburg,31,1986,24,14,"1,299",14.4,0,1,1,0,0,0,1,1,1.5,1.5,2.4,3.9,59,26,112,0,0.07,0.07,0,0.07,0.1,0.17,0.27,0.1,0.27,Matches,2017-2018
191,Benjamin Henrichs,de GER,DF,Leverkusen,20,1997,23,11,"1,268",14.1,0,1,1,0,0,0,1,1,0.8,0.8,1.3,2.1,41,71,74,0,0.07,0.07,0,0.07,0.06,0.09,0.15,0.06,0.15,Matches,2017-2018
192,Patrick Herrmann,de GER,"MF,FW",Gladbach,26,1991,23,12,"1,124",12.5,0,1,1,0,0,0,0,0,1.9,1.9,1.9,3.8,22,28,87,0,0.08,0.08,0,0.08,0.15,0.15,0.3,0.15,0.3,Matches,2017-2018
193,Kaylen Hinds,eng ENG,FW,Wolfsburg,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
194,Martin Hinteregger,at AUT,DF,Augsburg,24,1992,30,29,"2,655",29.5,0,0,0,0,0,0,3,0,2.2,2.2,0.3,2.5,27,90,10,0,0,0,0,0,0.07,0.01,0.09,0.07,0.09,Matches,2017-2018
195,Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32,32,"2,880",32,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
196,Nicolas Höfler,de GER,MF,Freiburg,27,1990,27,24,"2,259",25.1,1,3,4,1,0,0,7,1,0.7,0.7,1.8,2.5,16,130,14,0.04,0.12,0.16,0.04,0.16,0.03,0.07,0.1,0.03,0.1,Matches,2017-2018
197,Jonas Hofmann,de GER,"MF,FW",Gladbach,25,1992,23,12,"1,033",11.5,0,3,3,0,0,0,0,0,2.1,2.1,3,5.1,41,41,92,0,0.26,0.26,0,0.26,0.18,0.26,0.44,0.18,0.44,Matches,2017-2018
198,Marco Höger,de GER,MF,Köln,27,1989,23,20,"1,674",18.6,0,0,0,0,0,0,4,0,1,1,0.4,1.4,23,141,28,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,2017-2018
199,Lucas Höler,de GER,"FW,MF",Freiburg,23,1994,14,12,906,10.1,1,0,1,1,0,0,0,0,2.3,2.3,0.2,2.5,14,21,68,0.1,0,0.1,0.1,0.1,0.23,0.02,0.25,0.23,0.25,Matches,2017-2018
200,Lewis Holtby,de GER,"MF,FW",Hamburger SV,26,1990,16,13,"1,196",13.3,6,0,6,6,0,0,1,0,3.7,3.7,0.9,4.5,25,56,63,0.45,0,0.45,0.45,0.45,0.28,0.06,0.34,0.28,0.34,Matches,2017-2018
201,Gerrit Holtmann,ph PHI,"FW,DF",Mainz 05,22,1995,17,10,901,10,2,1,3,2,0,0,1,0,1.3,1.3,1.1,2.4,51,19,68,0.2,0.1,0.3,0.2,0.3,0.13,0.11,0.24,0.13,0.24,Matches,2017-2018
202,Jannes Horn,de GER,DF,Köln,20,1997,11,10,825,9.2,0,0,0,0,0,0,0,0,0.1,0.1,1.4,1.4,20,19,31,0,0,0,0,0,0.01,0.15,0.15,0.01,0.15,Matches,2017-2018
203,Timo Horn,de GER,GK,Köln,24,1993,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2017-2018
204,Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
205,Branimir Hrgota,se SWE,"MF,FW",Eint Frankfurt,24,1993,6,2,196,2.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,3,3,17,0,0,0,0,0,0.21,0.05,0.26,0.21,0.26,Matches,2017-2018
206,Timo Hübers,de GER,DF,Hannover 96,21,1996,5,5,450,5,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.5,3,13,1,0,0.2,0.2,0,0.2,0.05,0.05,0.1,0.05,0.1,Matches,2017-2018
207,Benjamin Hübner,de GER,DF,Hoffenheim,28,1989,27,27,"2,315",25.7,3,2,5,3,0,0,9,0,1.8,1.8,0.6,2.4,21,117,9,0.12,0.08,0.19,0.12,0.19,0.07,0.02,0.09,0.07,0.09,Matches,2017-2018
208,Florian Hübner,de GER,DF,Hannover 96,26,1991,9,4,327,3.6,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2017-2018
209,Mats Hummels,de GER,DF,Bayern Munich,28,1988,26,25,"2,213",24.6,1,1,2,1,0,0,3,0,2,2,0.3,2.3,25,184,13,0.04,0.04,0.08,0.04,0.08,0.08,0.01,0.09,0.08,0.09,Matches,2017-2018
210,Aaron Hunt,de GER,"MF,FW",Hamburger SV,30,1986,28,26,"2,081",23.1,3,2,5,2,1,1,1,0,2.8,2,4.8,6.8,45,134,144,0.13,0.09,0.22,0.09,0.17,0.12,0.2,0.32,0.08,0.28,Matches,2017-2018
211,Vedad Ibišević,ba BIH,FW,Hertha BSC,32,1984,27,18,"1,452",16.1,6,4,10,4,2,2,4,1,8.5,6.9,1.6,8.5,7,24,92,0.37,0.25,0.62,0.25,0.5,0.53,0.1,0.63,0.43,0.53,Matches,2017-2018
212,Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,28,1989,21,14,"1,289",14.3,0,1,1,0,0,0,3,1,0.8,0.8,0.9,1.7,10,97,21,0,0.07,0.07,0,0.07,0.06,0.06,0.12,0.06,0.12,Matches,2017-2018
213,Emiliano Insúa,ar ARG,DF,Stuttgart,28,1989,25,24,"2,106",23.4,0,2,2,0,0,0,2,0,0.4,0.4,1.9,2.3,68,63,91,0,0.09,0.09,0,0.09,0.02,0.08,0.1,0.02,0.1,Matches,2017-2018
214,Pablo Insua,es ESP,DF,Schalke 04,23,1993,1,0,27,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2017-2018
215,Alexander Isak,se SWE,"FW,MF",Dortmund,17,1999,5,1,119,1.3,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,3,4,10,0,0,0,0,0,0.56,0.13,0.69,0.56,0.69,Matches,2017-2018
216,Tatsuya Ito,jp JPN,"MF,FW",Hamburger SV,20,1997,20,12,"1,012",11.2,0,2,2,0,0,0,1,0,0.9,0.9,1.2,2.1,60,45,111,0,0.18,0.18,0,0.18,0.08,0.11,0.19,0.08,0.19,Matches,2017-2018
217,Gian-Luca Itter,de GER,DF,Wolfsburg,18,1999,5,5,412,4.6,0,0,0,0,0,0,1,0,0,0,0.1,0.1,12,13,7,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,2017-2018
218,Koo Ja-cheol,kr KOR,MF,Augsburg,28,1989,28,23,"2,046",22.7,2,0,2,2,0,0,2,0,3.1,3.1,1,4,20,68,70,0.09,0,0.09,0.09,0.09,0.14,0.04,0.18,0.14,0.18,Matches,2017-2018
219,Paul Jaeckel,de GER,DF,Wolfsburg,19,1998,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,6,6,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,Matches,2017-2018
220,Kilian Jakob,de GER,FW,Augsburg,19,1998,1,1,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,4,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches,2017-2018
